Date,Clock Time,Location,Severity,Vehicle Details,Causes,Highway Type,Count,Latitude,Longitude,Weather,Time Category
18-02-2023,13:31,Chandigarh,Fatal,Van,Use of Mobile Phone,National Highways under Other department,59,24.636031097281435,91.09507911231171,Rainy,Afternoon
08-02-2023,15:42,Himachal Pradesh,Fatal,Truck,Use of Mobile Phone,National Highways under Other department,45,14.334035030786392,85.42373822803293,Rainy,Afternoon
08-10-2023,08:30,Odisha,Fatal,Van,Fatigue,National Highways under State PWD,90,29.100063671967288,80.22843534728445,Stormy,Morning
30-01-2023,21:33,Maharashtra,Fatal,Truck,Drunk driving,National Highways under Other department,1,24.03024484207252,87.45551206787809,Stormy,Night
22-12-2023,01:54,Punjab,Fatal,Truck,Driving on Wrong side,National Highways under Other department,72,24.181952681763654,91.24208996453481,Rainy,Night
17-05-2023,16:14,Goa,Fatal,Van,Over-speeding,National Highways under NHAI,59,28.85905856464909,85.43596728528166,Stormy,Afternoon
29-12-2023,21:05,Tamil Nadu,Accident,Truck,Drunk driving,National Highways under State PWD,11,23.872488984796107,96.80455470163949,Foggy,Night
27-04-2023,23:33,Jammu and Kashmir,Fatal,Tractor,Over-speeding,National Highways under Other department,54,22.41236000661157,83.89962092767784,Stormy,Night
21-11-2023,12:02,Tamil Nadu,Accident,Van,Over-speeding,National Highways under NHAI,28,16.669612060145027,89.13447280488116,Stormy,Afternoon
06-08-2023,13:50,Arunachal Pradesh,Fatal,Van,Over-speeding,National Highways under State PWD,88,10.005168620888213,86.91442276300023,Foggy,Afternoon
10-12-2023,14:12,Haryana,Accident,Auto-rickshaw,Use of Mobile Phone,National Highways under State PWD,4,11.679611126777289,69.41904856338519,Clear,Afternoon
11-03-2023,01:48,Arunachal Pradesh,Fatal,Two-wheeler,Driving on Wrong side,National Highways under Other department,59,28.020910973479328,79.64863210938046,Foggy,Night
10-06-2023,13:08,Haryana,Fatal,Two-wheeler,Over-speeding,National Highways under Other department,58,23.52097805892177,77.92342559479864,Clear,Afternoon
25-07-2023,23:05,Chandigarh,Accident,Truck,Driving on Wrong side,National Highways under State PWD,78,25.470909008230922,81.9887856245049,Clear,Night
30-05-2023,17:00,Chhattisgarh,Fatal,Truck,Over-speeding,National Highways under State PWD,47,10.167084291928544,72.40527715990592,Foggy,Evening
23-12-2023,17:16,Bihar,Fatal,Tractor,Drunk driving,National Highways under State PWD,41,14.605171196280574,69.6420987994511,Foggy,Evening
15-03-2023,11:51,Assam,Fatal,Van,Fatigue,National Highways under State PWD,63,29.090178370751342,96.02804246589407,Rainy,Morning
25-10-2023,09:51,Maharashtra,Accident,Car,Fatigue,National Highways under State PWD,66,31.621964272279627,94.41125511957384,Stormy,Morning
31-10-2023,18:32,Himachal Pradesh,Accident,Two-wheeler,Fatigue,National Highways under State PWD,64,17.884393194613345,82.41777720916215,Rainy,Evening
29-04-2023,14:39,Chandigarh,Fatal,Auto-rickshaw,Fatigue,National Highways under NHAI,57,31.628277441353287,92.28512453924932,Clear,Afternoon
14-03-2023,13:14,Odisha,Accident,Bus,Drunk driving,National Highways under State PWD,83,23.78197563920886,73.52633660701873,Stormy,Afternoon
24-01-2023,06:16,Telangana,Accident,Tractor,Drunk driving,National Highways under State PWD,26,22.76535654728421,95.2198256256654,Clear,Morning
19-11-2023,02:57,Delhi,Fatal,Truck,Use of Mobile Phone,National Highways under NHAI,15,32.806204501157566,85.95836143921096,Stormy,Night
24-11-2023,11:38,Chandigarh,Fatal,Tractor,Over-speeding,National Highways under Other department,42,32.888609756784845,89.01398462767725,Clear,Morning
21-01-2023,18:40,Bihar,Fatal,Two-wheeler,Driving on Wrong side,National Highways under State PWD,40,18.475162397001924,95.59163860119092,Stormy,Evening
21-11-2023,18:34,Uttar Pradesh,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,95,22.770490055512035,92.04331742458368,Stormy,Evening
09-02-2023,09:12,Maharashtra,Fatal,Auto-rickshaw,Drunk driving,National Highways under Other department,66,24.83810928592503,95.67491255738227,Clear,Morning
07-11-2023,07:01,Gujarat,Fatal,Two-wheeler,Use of Mobile Phone,National Highways under State PWD,85,16.467232993302552,84.6396354736402,Rainy,Morning
15-03-2023,15:00,Chhattisgarh,Fatal,Truck,Use of Mobile Phone,National Highways under State PWD,55,20.97555626695532,75.01631590821383,Clear,Afternoon
05-01-2023,02:46,Goa,Accident,Truck,Driving on Wrong side,National Highways under State PWD,45,12.062701264827119,83.18266121491821,Stormy,Night
24-02-2023,01:58,Punjab,Accident,Van,Driving on Wrong side,National Highways under Other department,96,13.94679728618633,73.87562389909708,Foggy,Night
25-09-2023,05:18,Jharkhand,Accident,Van,Driving on Wrong side,National Highways under State PWD,6,25.692962955093616,69.33297330983889,Rainy,Morning
09-08-2023,22:26,Andhra Pradesh,Fatal,Van,Over-speeding,National Highways under NHAI,77,12.833928827508569,83.74031724645361,Rainy,Night
22-11-2023,00:59,Jharkhand,Fatal,Truck,Drunk driving,National Highways under State PWD,20,34.22441208868521,87.2376079823552,Foggy,Night
10-12-2023,05:42,Chhattisgarh,Fatal,Bus,Use of Mobile Phone,National Highways under NHAI,26,13.537990113882648,71.91385726305928,Stormy,Morning
11-03-2023,03:05,Punjab,Accident,Tractor,Over-speeding,National Highways under Other department,98,8.089237108407264,96.24514569590976,Foggy,Night
15-02-2023,10:21,Goa,Fatal,Tractor,Driving on Wrong side,National Highways under Other department,6,20.0385872156902,88.94275377352041,Foggy,Morning
26-09-2023,16:54,Assam,Fatal,Van,Fatigue,National Highways under State PWD,97,12.912585226439376,81.39676814863131,Foggy,Afternoon
14-02-2023,14:56,Haryana,Accident,Auto-rickshaw,Over-speeding,National Highways under Other department,9,27.8342818732471,71.58201974191205,Stormy,Afternoon
08-08-2023,18:09,Maharashtra,Accident,Auto-rickshaw,Drunk driving,National Highways under NHAI,5,20.512938365991264,88.05090437825996,Rainy,Evening
11-06-2023,23:04,Rajasthan,Fatal,Tractor,Drunk driving,National Highways under NHAI,96,26.355688182379748,68.72720069816282,Foggy,Night
16-07-2023,13:52,Andaman and Nicobar Island,Accident,Truck,Driving on Wrong side,National Highways under State PWD,8,15.332257792176009,75.23401842907778,Rainy,Afternoon
05-12-2023,17:04,Andaman and Nicobar Island,Accident,Van,Driving on Wrong side,National Highways under State PWD,64,20.791874700152356,96.96599165938554,Clear,Evening
13-08-2023,10:51,Madhya Pradesh,Fatal,Tractor,Over-speeding,National Highways under Other department,80,11.601964322055148,86.71946062233806,Rainy,Morning
05-04-2023,05:34,Chhattisgarh,Accident,Truck,Fatigue,National Highways under Other department,39,18.961635201626258,78.00791614769653,Clear,Morning
18-04-2023,09:54,Rajasthan,Fatal,Truck,Drunk driving,National Highways under Other department,82,13.527220155524613,80.00227101633477,Clear,Morning
19-07-2023,22:56,Tamil Nadu,Accident,Car,Fatigue,National Highways under NHAI,35,18.01698983871094,80.07220256517729,Foggy,Night
07-07-2023,07:58,Punjab,Accident,Two-wheeler,Fatigue,National Highways under State PWD,16,14.427105403417265,92.38931680688097,Clear,Morning
15-06-2023,04:55,Andaman and Nicobar Island,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,7,23.583735322292043,86.18798175495891,Rainy,Night
03-11-2023,20:30,Uttar Pradesh,Fatal,Auto-rickshaw,Drunk driving,National Highways under State PWD,76,10.205833694613402,92.67972488584891,Rainy,Evening
22-10-2023,11:10,Himachal Pradesh,Accident,Auto-rickshaw,Drunk driving,National Highways under NHAI,39,33.757231576823564,76.7292886084129,Clear,Morning
18-11-2023,17:11,Goa,Fatal,Tractor,Drunk driving,National Highways under NHAI,5,32.71487008565178,68.11444541938184,Stormy,Evening
14-08-2023,03:29,Arunachal Pradesh,Accident,Bus,Use of Mobile Phone,National Highways under Other department,55,15.716172272795209,85.39985021677873,Rainy,Night
10-05-2023,09:57,Tamil Nadu,Fatal,Auto-rickshaw,Drunk driving,National Highways under State PWD,29,31.741996398993447,88.39914849108102,Rainy,Morning
11-08-2023,17:18,Andaman and Nicobar Island,Fatal,Bus,Driving on Wrong side,National Highways under Other department,69,33.651560699093906,96.56305172201976,Clear,Evening
19-04-2023,21:19,Andhra Pradesh,Accident,Two-wheeler,Use of Mobile Phone,National Highways under Other department,41,16.311417809845565,71.66891822600921,Rainy,Night
10-09-2023,20:05,Tamil Nadu,Fatal,Bus,Fatigue,National Highways under Other department,73,9.197840060385076,84.98523448300426,Rainy,Evening
15-11-2023,11:29,Chhattisgarh,Accident,Truck,Drunk driving,National Highways under Other department,59,26.61783018426487,78.79073511487267,Stormy,Morning
15-10-2023,00:15,Jammu and Kashmir,Fatal,Two-wheeler,Over-speeding,National Highways under State PWD,28,22.482762219148576,95.766377707065,Clear,Night
08-07-2023,13:37,Odisha,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,26,26.463702947391454,70.8851490805439,Clear,Afternoon
08-06-2023,13:49,Jharkhand,Fatal,Two-wheeler,Drunk driving,National Highways under State PWD,11,10.790336153137801,92.25423154852271,Stormy,Afternoon
16-07-2023,02:37,Maharashtra,Accident,Tractor,Fatigue,National Highways under Other department,79,8.917794552347546,87.67312763467037,Rainy,Night
01-07-2023,14:55,Gujarat,Accident,Bus,Over-speeding,National Highways under State PWD,35,12.263774691275476,87.08260032371463,Foggy,Afternoon
28-05-2023,09:15,Tamil Nadu,Accident,Two-wheeler,Use of Mobile Phone,National Highways under State PWD,21,27.79930841205964,89.57002247558228,Foggy,Morning
14-04-2023,22:48,Uttar Pradesh,Fatal,Car,Use of Mobile Phone,National Highways under State PWD,12,24.56634567468496,70.08191478376393,Foggy,Night
23-08-2023,15:57,Karnataka,Fatal,Tractor,Use of Mobile Phone,National Highways under NHAI,26,15.997274598824628,93.80109753120585,Clear,Afternoon
31-03-2023,08:57,West Bengal,Accident,Tractor,Driving on Wrong side,National Highways under State PWD,35,31.46113140145408,68.38731525395964,Rainy,Morning
08-07-2023,01:14,Jharkhand,Accident,Tractor,Use of Mobile Phone,National Highways under Other department,54,30.201380363696376,71.91779531492871,Rainy,Night
04-02-2023,04:33,Andhra Pradesh,Fatal,Car,Driving on Wrong side,National Highways under Other department,96,13.625980973360846,80.20426446319836,Foggy,Night
14-05-2023,23:22,Jharkhand,Accident,Truck,Fatigue,National Highways under Other department,89,34.062706837830504,68.02364240073213,Foggy,Night
06-07-2023,00:34,Rajasthan,Accident,Bus,Fatigue,National Highways under NHAI,46,15.747507697146318,83.35299823878125,Foggy,Night
27-02-2023,04:32,Karnataka,Fatal,Bus,Driving on Wrong side,National Highways under State PWD,19,22.047328636150255,84.39183221040437,Clear,Night
23-06-2023,13:34,Goa,Fatal,Auto-rickshaw,Driving on Wrong side,National Highways under Other department,61,11.179988734278638,69.67561955030784,Foggy,Afternoon
28-10-2023,22:20,Madhya Pradesh,Fatal,Bus,Driving on Wrong side,National Highways under NHAI,36,32.973275143957665,77.23222439443198,Foggy,Night
27-11-2023,22:43,Arunachal Pradesh,Fatal,Auto-rickshaw,Over-speeding,National Highways under State PWD,31,10.50145994611002,89.49313376754468,Rainy,Night
24-03-2023,03:57,Madhya Pradesh,Fatal,Tractor,Use of Mobile Phone,National Highways under NHAI,51,23.950309312000606,74.16206759752868,Stormy,Night
12-08-2023,09:55,Haryana,Accident,Tractor,Drunk driving,National Highways under Other department,86,16.36457011247186,91.14312772570139,Clear,Morning
23-06-2023,21:05,Goa,Fatal,Auto-rickshaw,Fatigue,National Highways under Other department,58,24.33267247134218,96.27666805480192,Foggy,Night
22-09-2023,14:00,Odisha,Fatal,Bus,Drunk driving,National Highways under Other department,15,16.222641737147868,76.26074300876046,Stormy,Afternoon
22-10-2023,08:36,Telangana,Accident,Van,Over-speeding,National Highways under State PWD,81,34.38289192127949,73.16478754641712,Rainy,Morning
15-11-2023,23:58,Jammu and Kashmir,Fatal,Bus,Use of Mobile Phone,National Highways under Other department,62,10.812333527173989,77.96026938520414,Stormy,Night
28-12-2023,07:15,Maharashtra,Accident,Car,Driving on Wrong side,National Highways under State PWD,27,28.028175680553645,92.87556685450883,Rainy,Morning
24-12-2023,14:48,Himachal Pradesh,Fatal,Auto-rickshaw,Use of Mobile Phone,National Highways under NHAI,27,29.488387143900972,95.20415152218736,Rainy,Afternoon
14-02-2023,09:18,Bihar,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,26,16.30820482664189,78.23351873538628,Foggy,Morning
27-08-2023,05:03,Chhattisgarh,Accident,Truck,Drunk driving,National Highways under Other department,95,10.493278910643403,78.62629837204942,Foggy,Morning
24-03-2023,09:28,Kerala,Fatal,Truck,Drunk driving,National Highways under State PWD,82,28.422019913104577,79.94197153118013,Stormy,Morning
18-06-2023,01:57,Kerala,Fatal,Truck,Driving on Wrong side,National Highways under NHAI,70,11.741573895852502,73.25368633830143,Clear,Night
01-10-2023,23:21,Delhi,Accident,Truck,Use of Mobile Phone,National Highways under Other department,67,32.517795060241774,75.82250324283103,Foggy,Night
14-01-2023,03:03,Assam,Fatal,Two-wheeler,Fatigue,National Highways under NHAI,75,28.140013293509337,86.31532260810386,Foggy,Night
22-04-2023,16:30,Himachal Pradesh,Fatal,Truck,Drunk driving,National Highways under State PWD,61,8.187085505833274,72.33972165599869,Stormy,Afternoon
25-01-2023,04:09,Punjab,Fatal,Bus,Use of Mobile Phone,National Highways under Other department,35,29.96226075522641,85.22115739837906,Rainy,Night
29-12-2023,04:28,Andhra Pradesh,Accident,Two-wheeler,Fatigue,National Highways under Other department,60,27.747070056159853,84.5447230016856,Foggy,Night
29-07-2023,17:29,Punjab,Accident,Van,Over-speeding,National Highways under NHAI,2,10.88631243325614,78.09018345189791,Rainy,Evening
02-07-2023,15:10,Jharkhand,Accident,Tractor,Fatigue,National Highways under NHAI,96,27.190568597338693,83.31673114231688,Foggy,Afternoon
18-08-2023,22:02,Kerala,Fatal,Car,Fatigue,National Highways under Other department,42,33.65553398412441,69.46449030212911,Foggy,Night
27-01-2023,03:54,Bihar,Fatal,Auto-rickshaw,Driving on Wrong side,National Highways under State PWD,47,27.011603934739824,78.4245566697903,Clear,Night
31-10-2023,13:20,Jharkhand,Fatal,Bus,Fatigue,National Highways under State PWD,14,17.426904242272833,88.33688795793596,Stormy,Afternoon
13-01-2023,20:47,Uttar Pradesh,Accident,Auto-rickshaw,Use of Mobile Phone,National Highways under NHAI,76,33.85035158505171,88.21300050348059,Rainy,Evening
04-07-2023,09:11,Uttar Pradesh,Fatal,Auto-rickshaw,Driving on Wrong side,National Highways under Other department,49,32.44527141542487,80.13974610614537,Stormy,Morning
08-11-2023,12:12,Maharashtra,Accident,Truck,Fatigue,National Highways under Other department,84,13.997018722060641,78.07304342170707,Clear,Afternoon
30-10-2023,20:06,Himachal Pradesh,Fatal,Bus,Over-speeding,National Highways under Other department,47,9.602404294544757,73.09320015877135,Foggy,Evening
17-06-2023,15:30,Tamil Nadu,Fatal,Car,Use of Mobile Phone,National Highways under State PWD,100,26.77842933019505,94.74791650747795,Foggy,Afternoon
16-05-2023,08:10,Arunachal Pradesh,Accident,Van,Driving on Wrong side,National Highways under Other department,72,9.059292471534054,96.38992403124261,Stormy,Morning
26-11-2023,04:21,Jammu and Kashmir,Accident,Bus,Over-speeding,National Highways under State PWD,30,27.319838526629336,75.11426525944452,Rainy,Night
22-01-2023,20:08,Karnataka,Fatal,Van,Fatigue,National Highways under State PWD,27,31.937831964577057,96.79867840580295,Foggy,Evening
05-12-2023,08:44,Uttar Pradesh,Fatal,Van,Use of Mobile Phone,National Highways under NHAI,100,13.66906133920806,90.92139351197366,Foggy,Morning
07-07-2023,03:29,Kerala,Fatal,Car,Use of Mobile Phone,National Highways under Other department,41,9.79517871335559,86.8707509429797,Clear,Night
25-07-2023,09:46,Bihar,Accident,Auto-rickshaw,Driving on Wrong side,National Highways under Other department,19,11.687064002714363,90.6261812763146,Clear,Morning
13-09-2023,04:16,Jammu and Kashmir,Fatal,Tractor,Drunk driving,National Highways under Other department,78,23.406291251227373,83.56470501202239,Clear,Night
20-10-2023,23:47,Delhi,Fatal,Truck,Driving on Wrong side,National Highways under NHAI,67,12.029497520303561,79.29657725213201,Stormy,Night
12-06-2023,12:51,Uttar Pradesh,Fatal,Van,Use of Mobile Phone,National Highways under NHAI,25,10.354141805153933,70.11248367161024,Rainy,Afternoon
02-04-2023,04:40,Chandigarh,Fatal,Two-wheeler,Over-speeding,National Highways under State PWD,92,22.535961745005064,96.16011280510878,Foggy,Night
26-07-2023,03:54,Andaman and Nicobar Island,Fatal,Auto-rickshaw,Drunk driving,National Highways under Other department,73,31.5371840198417,75.00374871605895,Foggy,Night
05-07-2023,14:01,Uttar Pradesh,Accident,Bus,Use of Mobile Phone,National Highways under NHAI,73,10.909258780410397,96.52709098500128,Clear,Afternoon
27-04-2023,12:37,Gujarat,Accident,Tractor,Drunk driving,National Highways under NHAI,82,10.60415533122672,71.90558836779682,Clear,Afternoon
07-04-2023,17:51,Rajasthan,Accident,Van,Drunk driving,National Highways under State PWD,31,32.28308477738879,79.69144453977736,Rainy,Evening
22-11-2023,18:58,Punjab,Accident,Bus,Over-speeding,National Highways under State PWD,80,21.15677535045422,79.21466075456794,Rainy,Evening
16-06-2023,19:23,Maharashtra,Accident,Car,Fatigue,National Highways under NHAI,51,8.524359442320593,73.53124486517738,Rainy,Evening
05-05-2023,17:12,Andaman and Nicobar Island,Fatal,Van,Over-speeding,National Highways under State PWD,83,34.28893093439415,73.91558900153333,Rainy,Evening
12-04-2023,07:17,Goa,Accident,Tractor,Driving on Wrong side,National Highways under Other department,45,23.70664834221111,69.71681802423849,Stormy,Morning
14-06-2023,18:46,Chandigarh,Accident,Car,Drunk driving,National Highways under Other department,8,8.216942429813951,78.29546160418911,Stormy,Evening
14-04-2023,04:29,Karnataka,Fatal,Two-wheeler,Over-speeding,National Highways under NHAI,36,15.38650270619064,71.37255792931794,Stormy,Night
04-05-2023,16:02,West Bengal,Accident,Truck,Drunk driving,National Highways under NHAI,21,15.985375725032831,82.497601080934,Clear,Afternoon
16-12-2023,21:54,Bihar,Fatal,Bus,Use of Mobile Phone,National Highways under Other department,70,26.776922628230523,83.8522247203395,Rainy,Night
22-09-2023,04:10,Karnataka,Accident,Car,Use of Mobile Phone,National Highways under State PWD,92,10.339252795475364,94.47990009990203,Clear,Night
12-06-2023,04:13,Telangana,Fatal,Truck,Over-speeding,National Highways under NHAI,11,30.28158956401017,68.89499146967697,Stormy,Night
28-10-2023,03:19,Bihar,Fatal,Bus,Fatigue,National Highways under Other department,30,18.325059222446654,69.87156972280587,Foggy,Night
19-06-2023,16:37,Maharashtra,Accident,Bus,Drunk driving,National Highways under NHAI,97,25.33226093803141,83.72274866202346,Clear,Afternoon
10-02-2023,07:48,Jammu and Kashmir,Fatal,Auto-rickshaw,Over-speeding,National Highways under State PWD,55,27.287418701251084,71.82933658313021,Stormy,Morning
26-08-2023,10:20,Madhya Pradesh,Fatal,Van,Driving on Wrong side,National Highways under State PWD,29,16.923267004094818,92.81782379748289,Rainy,Morning
17-01-2023,22:59,Jammu and Kashmir,Fatal,Car,Drunk driving,National Highways under NHAI,73,24.023710225744985,68.40562886987706,Rainy,Night
05-10-2023,14:19,Madhya Pradesh,Fatal,Bus,Drunk driving,National Highways under State PWD,97,32.88736509044083,83.24418125368793,Clear,Afternoon
24-07-2023,19:52,Assam,Fatal,Auto-rickshaw,Drunk driving,National Highways under NHAI,39,34.33590120619863,90.90578896403849,Foggy,Evening
20-11-2023,06:35,Bihar,Accident,Car,Driving on Wrong side,National Highways under Other department,61,13.848093788172969,89.65775403215204,Stormy,Morning
28-03-2023,10:24,West Bengal,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,92,17.72919477524367,72.12220999948879,Stormy,Morning
26-06-2023,08:58,Himachal Pradesh,Accident,Truck,Over-speeding,National Highways under State PWD,28,13.95548359821337,92.2300879656967,Clear,Morning
09-02-2023,15:41,Telangana,Accident,Bus,Use of Mobile Phone,National Highways under NHAI,16,15.929441791648786,69.53702589375675,Stormy,Afternoon
16-06-2023,11:12,Chandigarh,Accident,Van,Drunk driving,National Highways under State PWD,79,9.871302552809308,70.62141265984597,Stormy,Morning
02-11-2023,09:33,Gujarat,Fatal,Truck,Use of Mobile Phone,National Highways under Other department,86,9.282744200172441,92.96740442608676,Stormy,Morning
10-05-2023,10:30,Madhya Pradesh,Fatal,Bus,Use of Mobile Phone,National Highways under NHAI,14,11.418851636607108,73.06566485881211,Foggy,Morning
01-12-2023,00:53,Andhra Pradesh,Fatal,Bus,Drunk driving,National Highways under Other department,22,27.103171994213394,82.9652260093728,Clear,Night
05-10-2023,10:51,Maharashtra,Fatal,Auto-rickshaw,Drunk driving,National Highways under NHAI,17,8.381839663279822,87.31421980493313,Foggy,Morning
10-12-2023,06:31,Jammu and Kashmir,Accident,Two-wheeler,Drunk driving,National Highways under Other department,33,25.307963758366366,83.60620740290503,Foggy,Morning
02-09-2023,10:59,Chandigarh,Fatal,Two-wheeler,Use of Mobile Phone,National Highways under State PWD,2,20.767370578177747,76.31404031256217,Foggy,Morning
16-04-2023,13:59,Haryana,Fatal,Two-wheeler,Drunk driving,National Highways under Other department,93,21.400899772951217,80.83271260148817,Stormy,Afternoon
30-07-2023,15:56,Andaman and Nicobar Island,Fatal,Car,Fatigue,National Highways under State PWD,88,18.64482907201635,93.71333315061898,Rainy,Afternoon
09-08-2023,00:00,Uttar Pradesh,Fatal,Van,Drunk driving,National Highways under Other department,52,13.574208058650596,80.43634052930251,Clear,Night
14-06-2023,19:41,Karnataka,Fatal,Bus,Fatigue,National Highways under State PWD,16,28.3623746613457,77.71416675758644,Clear,Evening
15-04-2023,06:18,Tamil Nadu,Fatal,Auto-rickshaw,Driving on Wrong side,National Highways under Other department,92,12.396313232707229,82.02041308377528,Clear,Morning
24-10-2023,23:09,Himachal Pradesh,Fatal,Van,Use of Mobile Phone,National Highways under NHAI,76,13.27349320365868,68.49198152173678,Clear,Night
20-04-2023,21:34,Chhattisgarh,Fatal,Tractor,Driving on Wrong side,National Highways under NHAI,77,33.43884148403118,94.9689655844284,Stormy,Night
05-12-2023,11:33,West Bengal,Fatal,Bus,Drunk driving,National Highways under NHAI,12,10.390083491536945,74.7708483515768,Clear,Morning
20-07-2023,07:24,Punjab,Accident,Two-wheeler,Driving on Wrong side,National Highways under State PWD,42,20.206344238365602,89.35611118507498,Foggy,Morning
22-09-2023,18:14,Punjab,Fatal,Two-wheeler,Fatigue,National Highways under NHAI,64,13.021652459170898,77.04917545840101,Rainy,Evening
08-03-2023,03:31,Haryana,Fatal,Tractor,Over-speeding,National Highways under State PWD,2,33.68269911437194,86.52779614117469,Rainy,Night
22-09-2023,04:12,Jammu and Kashmir,Fatal,Truck,Over-speeding,National Highways under NHAI,35,31.364026300443044,92.04004383017359,Foggy,Night
31-03-2023,16:32,Punjab,Fatal,Truck,Fatigue,National Highways under State PWD,87,18.452945081281307,76.42239072421823,Clear,Afternoon
05-08-2023,21:43,Chandigarh,Fatal,Tractor,Driving on Wrong side,National Highways under State PWD,29,8.203006709044498,78.75444993099728,Clear,Night
04-04-2023,03:40,Tamil Nadu,Accident,Auto-rickshaw,Drunk driving,National Highways under State PWD,41,11.57159655393639,89.57333733226213,Stormy,Night
28-08-2023,16:44,Andaman and Nicobar Island,Accident,Truck,Drunk driving,National Highways under State PWD,69,12.549815649918337,88.34204785958758,Clear,Afternoon
18-02-2023,20:42,Rajasthan,Fatal,Bus,Use of Mobile Phone,National Highways under Other department,72,11.582789878123537,73.23371288659055,Foggy,Evening
21-01-2023,19:38,Gujarat,Fatal,Car,Drunk driving,National Highways under NHAI,27,17.968434557311443,69.21569549632277,Stormy,Evening
30-01-2023,06:58,Telangana,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,14,22.614801022651875,85.36321310903841,Clear,Morning
08-08-2023,23:53,Arunachal Pradesh,Fatal,Van,Drunk driving,National Highways under Other department,50,29.57498763047549,82.84380886333513,Rainy,Night
07-02-2023,06:10,Gujarat,Fatal,Car,Fatigue,National Highways under State PWD,13,22.96700964488802,92.97559442695214,Rainy,Morning
30-11-2023,12:49,Chandigarh,Fatal,Car,Use of Mobile Phone,National Highways under NHAI,95,17.7975372005533,88.6105385429951,Stormy,Afternoon
09-05-2023,21:07,Assam,Fatal,Two-wheeler,Fatigue,National Highways under NHAI,42,16.167062960594045,90.11851952231376,Foggy,Night
19-03-2023,23:26,Chhattisgarh,Fatal,Two-wheeler,Over-speeding,National Highways under State PWD,95,26.885214852209547,78.09412781150536,Clear,Night
18-01-2023,15:32,Punjab,Accident,Car,Over-speeding,National Highways under Other department,71,16.694753682609914,68.0101712569167,Rainy,Afternoon
12-10-2023,04:38,Gujarat,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,30,27.717175172150927,78.06344788339486,Rainy,Night
05-03-2023,13:31,Rajasthan,Accident,Car,Fatigue,National Highways under Other department,37,25.223133130193247,83.02311897274048,Clear,Afternoon
12-04-2023,17:48,Telangana,Accident,Tractor,Over-speeding,National Highways under State PWD,35,32.38018069743385,96.14956307882838,Clear,Evening
01-12-2023,07:44,Telangana,Accident,Truck,Fatigue,National Highways under State PWD,11,18.78551374145384,76.77834343703378,Foggy,Morning
11-03-2023,01:04,Haryana,Accident,Truck,Driving on Wrong side,National Highways under State PWD,65,8.218772790840328,86.88331682058673,Stormy,Night
23-04-2023,18:04,Andaman and Nicobar Island,Fatal,Truck,Over-speeding,National Highways under NHAI,42,26.039816910998635,70.19028584818862,Foggy,Evening
16-06-2023,11:26,Maharashtra,Fatal,Van,Driving on Wrong side,National Highways under NHAI,33,9.586232858469835,79.8600066397423,Stormy,Morning
30-11-2023,16:54,Gujarat,Fatal,Two-wheeler,Use of Mobile Phone,National Highways under State PWD,100,33.2059273194357,75.5966723428177,Stormy,Afternoon
11-12-2023,00:09,Odisha,Fatal,Van,Driving on Wrong side,National Highways under State PWD,30,10.312721085289137,85.7231698310364,Clear,Night
08-10-2023,00:04,Karnataka,Fatal,Truck,Drunk driving,National Highways under Other department,46,17.913333869503127,82.53721812463172,Foggy,Night
16-08-2023,02:02,Maharashtra,Accident,Tractor,Over-speeding,National Highways under NHAI,58,31.52502466583214,68.4126200047601,Rainy,Night
12-08-2023,05:22,Jammu and Kashmir,Accident,Bus,Driving on Wrong side,National Highways under Other department,32,18.31931022695147,76.82922903648449,Rainy,Morning
20-04-2023,15:23,Assam,Fatal,Truck,Driving on Wrong side,National Highways under NHAI,92,27.477141742318473,82.51210292581528,Clear,Afternoon
20-08-2023,02:56,Himachal Pradesh,Fatal,Truck,Over-speeding,National Highways under NHAI,74,18.36301033359378,68.46690890280469,Clear,Night
01-09-2023,03:02,Punjab,Accident,Auto-rickshaw,Over-speeding,National Highways under NHAI,91,26.600579344124494,71.7383542188608,Stormy,Night
21-02-2023,13:48,Arunachal Pradesh,Accident,Auto-rickshaw,Driving on Wrong side,National Highways under NHAI,22,20.066289262558964,96.55028072429835,Clear,Afternoon
15-07-2023,04:42,Maharashtra,Accident,Bus,Use of Mobile Phone,National Highways under NHAI,3,15.287043679967882,86.94002113432106,Rainy,Night
09-07-2023,02:07,Chandigarh,Accident,Van,Use of Mobile Phone,National Highways under State PWD,8,13.213215297382838,72.89962513649411,Foggy,Night
16-07-2023,10:04,Karnataka,Fatal,Car,Over-speeding,National Highways under State PWD,48,24.41833668555346,89.33694750946734,Rainy,Morning
17-02-2023,04:19,Rajasthan,Fatal,Car,Fatigue,National Highways under NHAI,79,32.88897852824876,94.32829853457655,Rainy,Night
26-08-2023,19:53,Chandigarh,Fatal,Van,Over-speeding,National Highways under Other department,11,21.352885508214015,89.7091846308954,Rainy,Evening
26-03-2023,19:07,Telangana,Accident,Tractor,Driving on Wrong side,National Highways under NHAI,68,9.72218638281701,95.02162769972259,Foggy,Evening
